1000094	5399011	4239068
1000094	5399011	271630
1000094	5399011	5534953
1000094	5399011	2608609
1000094	5399011	7026367
1000094	5399011	2948505
1000094	5399011	6673035
1000094	5399011	4477107
1000094	5399011	4844649
1000094	5399011	6686526
1000094	5399011	433425
1000094	5399011	1346151
1000094	5399011	4722923
1000094	5399011	5912434
1000094	5399011	5945827
1000094	5399011	3795679
1000094	5399011	1129640
1000094	5399011	4838079
1000094	5399011	8121453
1000094	5399011	2119639
1000684	6133670	54955
1000684	6133670	5952792
1000684	6133670	4455896
1000684	6133670	3985976
1000684	6133670	2430266
1000684	6133670	216323
1000684	6133670	842896
1000684	6133670	3271418
1000684	6133670	3874598
1000684	6133670	5725383
1000684	6133670	5674275
1000684	6133670	8573264
1000684	6133670	5725382
1000684	6133670	458960
1000684	6133670	4099481
1000684	6133670	2453376
1000684	6133670	5342532
1000684	6133670	3874600
1000684	6133670	3980289
1000684	6133670	4780525
1000938	5203582	4737056
1000938	5203582	6429328
1000938	5203582	2369847
1000938	5203582	7478978
1000938	5203582	156927
1000938	5203582	3258052
1000938	5203582	1187916
1000938	5203582	4306224
1000938	5203582	7269536
1000938	5203582	4232364
1000938	5203582	5129743
1000938	5203582	5185099
1000938	5203582	836054
1000938	5203582	1366622
1000938	5203582	1013473
1000938	5203582	7619058
1000938	5203582	6925376
1000938	5203582	2369848
1000938	5203582	1314222
1000938	5203582	168039
1001876	2354621	3473806
1001876	2354621	3022957
1001876	2354621	3740975
1001876	2354621	3683908
1001876	2354621	8694546
1001876	2354621	1876885
1001876	2354621	2483941
1001876	2354621	8507532
1001876	2354621	3065902
1001876	2354621	276154
1001876	2354621	1462451
1001876	2354621	1271430
1001876	2354621	3049357
1001876	2354621	1702475
1001876	2354621	2612345
1001876	2354621	4295237
1001876	2354621	4496289
1001876	2354621	2569068
1001876	2354621	6331216
1001876	2354621	5255460
1002233	5049159	4679862
1002233	5049159	4475381
1002233	5049159	4818489
1002233	5049159	7145800
1002233	5049159	5110288
1002233	5049159	4327854
1002233	5049159	3070340
1002233	5049159	4407462
1002233	5049159	2676357
1002233	5049159	7051497
1002233	5049159	1503495
1002233	5049159	4930017
1002233	5049159	3381011
1002233	5049159	8169765
1002233	5049159	7770617
1002233	5049159	5373756
1002233	5049159	7821444
1002233	5049159	7285353
1002233	5049159	1845657
1002233	5049159	434665
1002416	6210209	1474923
1002416	6210209	1142207
1002416	6210209	1961096
1002416	6210209	3799723
1002416	6210209	6707317
1002416	6210209	1665538
1002416	6210209	6502002
1002416	6210209	1080745
1002416	6210209	1195120
1002416	6210209	4541966
1002416	6210209	2036754
1002416	6210209	1407084
1002416	6210209	2613547
1002416	6210209	5304482
1002416	6210209	2125597
1002416	6210209	5001447
1002416	6210209	6198346
1002416	6210209	2613541
1002416	6210209	3129541
1002416	6210209	4967819
1003328	3712662	8581416
1003328	3712662	2170571
1003328	3712662	5134106
1003328	3712662	1579427
1003328	3712662	4679933
1003328	3712662	387183
1003328	3712662	4022630
1003328	3712662	2827116
1003328	3712662	5842250
1003328	3712662	572257
1003328	3712662	4019280
1003328	3712662	2372293
1003328	3712662	2450221
1003328	3712662	3641381
1003328	3712662	817770
1003328	3712662	1859719
1003328	3712662	2937865
1003328	3712662	8352236
1003328	3712662	256295
1003328	3712662	4018062
1003418	5937401	2702745
1003418	5937401	4827730
1003418	5937401	4733760
1003418	5937401	110661
1003418	5937401	4678966
1003418	5937401	2203509
1003418	5937401	3625344
1003418	5937401	410442
1003418	5937401	8398378
1003418	5937401	1362196
1003418	5937401	4357184
1003418	5937401	1777556
1003418	5937401	773667
1003418	5937401	2291823
1003418	5937401	2460994
1003418	5937401	3642675
1003418	5937401	3182295
1003418	5937401	2084626
1003418	5937401	1750657
1003418	5937401	2920486
1003840	4063719	5433200
1003840	4063719	1086244
1003840	4063719	7602959
1003840	4063719	271570
1003840	4063719	1257319
1003840	4063719	1529566
1003840	4063719	2755769
1003840	4063719	7813129
1003840	4063719	6487698
1003840	4063719	2568502
1003840	4063719	2230473
1003840	4063719	8839903
1003840	4063719	1618187
1003840	4063719	1234206
1003840	4063719	5259132
1003840	4063719	2580739
1003840	4063719	7072530
1003840	4063719	4324575
1003840	4063719	4514124
1003840	4063719	3202870
100386	6182295	588060
100386	6182295	5955822
100386	6182295	3117235
100386	6182295	4844175
100386	6182295	8560682
100386	6182295	5628140
100386	6182295	6187943
100386	6182295	1262653
100386	6182295	8253962
100386	6182295	5208253
100386	6182295	6176495
100386	6182295	7240492
100386	6182295	4428598
100386	6182295	8639015
100386	6182295	940707
100386	6182295	1221337
100386	6182295	2549944
100386	6182295	8572589
100386	6182295	6333833
100386	6182295	6182296
1003900	4788874	6105642
1003900	4788874	7285285
1003900	4788874	3293765
1003900	4788874	1080496
1003900	4788874	2312683
1003900	4788874	5321632
1003900	4788874	2965059
1003900	4788874	3234830
1003900	4788874	3616640
1003900	4788874	3312962
1003900	4788874	5769227
1003900	4788874	1910503
1003900	4788874	3616636
1003900	4788874	2297714
1003900	4788874	3600742
1003900	4788874	5351834
1003900	4788874	2279740
1003900	4788874	5100782
1003900	4788874	5351827
1003900	4788874	5161148
1003956	3926579	1317168
1003956	3926579	3085100
1003956	3926579	3846372
1003956	3926579	2786147
1003956	3926579	2741716
1003956	3926579	2402183
1003956	3926579	7925412
1003956	3926579	7976202
1003956	3926579	7925415
1003956	3926579	2657702
1003956	3926579	7231516
1003956	3926579	4303123
1003956	3926579	4421355
1003956	3926579	1109487
1003956	3926579	1937715
1003956	3926579	4455100
1003956	3926579	825483
1003956	3926579	1549757
1003956	3926579	2211723
1003956	3926579	3376712
1004080	5943981	8247016
1004080	5943981	24666
1004080	5943981	2520217
1004080	5943981	4014441
1004080	5943981	102356
1004080	5943981	4067166
1004080	5943981	5990163
1004080	5943981	7891370
1004080	5943981	3179225
1004080	5943981	2706283
1004080	5943981	918551
1004080	5943981	2038360
1004080	5943981	1501346
1004080	5943981	2933813
1004080	5943981	1196986
1004080	5943981	2867187
1004080	5943981	6392714
1004080	5943981	5409804
1004080	5943981	1375641
1004080	5943981	8201740
1004274	4383463	7283587
1004274	4383463	2938741
1004274	4383463	6075214
1004274	4383463	3026837
1004274	4383463	5872036
1004274	4383463	3466257
1004274	4383463	6937214
1004274	4383463	3346387
1004274	4383463	4535016
1004274	4383463	2400749
1004274	4383463	5018138
1004274	4383463	2853323
1004274	4383463	3599762
1004274	4383463	8202693
1004274	4383463	5678481
1004274	4383463	8621002
1004274	4383463	4515532
1004274	4383463	1123671
1004274	4383463	2938737
1004274	4383463	5816208
1004329	3907674	4171719
1004329	3907674	1617016
1004329	3907674	6661986
1004329	3907674	8271420
1004329	3907674	867670
1004329	3907674	4076038
1004329	3907674	460543
1004329	3907674	180515
1004329	3907674	4491753
1004329	3907674	957227
1004329	3907674	8802149
1004329	3907674	2253741
1004329	3907674	2995554
1004329	3907674	7575904
1004329	3907674	6746661
1004329	3907674	754502
1004329	3907674	6651125
1004329	3907674	4308594
1004329	3907674	3500353
1004329	3907674	4651375
1004979	2741708	825582
1004979	2741708	3187053
1004979	2741708	2839352
1004979	2741708	312923
1004979	2741708	4810981
1004979	2741708	333228
1004979	2741708	3649435
1004979	2741708	3981144
1004979	2741708	2606501
1004979	2741708	310233
1004979	2741708	3649434
1004979	2741708	4831014
1004979	2741708	3506680
1004979	2741708	4284849
1004979	2741708	3146893
1004979	2741708	667246
1004979	2741708	3192537
1004979	2741708	5976484
1004979	2741708	7446504
1004979	2741708	8118957
1005307	3480594	8683170
1005307	3480594	7840506
1005307	3480594	8560021
1005307	3480594	7274755
1005307	3480594	2299877
1005307	3480594	6212206
1005307	3480594	751607
1005307	3480594	7222009
1005307	3480594	8197110
1005307	3480594	8283128
1005307	3480594	470642
